subset,instrument,instrument_id,fold,track_id,uuid4,random
test,guitar,0,1,0,guitar_99,0.254426945
test,piano,2,4,0,piano_145,0.296273446
test,guitar,0,1,0,guitar_328,0.596648392
test,guitar,0,1,0,guitar_249,0.381576416
test,guitar,0,1,0,guitar_371,0.257662639
test,guitar,0,1,0,guitar_143,0.500779734
test,guitar,0,1,0,guitar_627,0.388092855
test,flute,1,3,0,flute_253,0.253408442
test,guitar,0,1,0,guitar_40,0.710520862
test,guitar,0,1,0,guitar_68,0.694537046
test,violin,3,7,0,violin_376,0.477410936
test,flute,1,3,0,flute_121,0.501249634
test,guitar,0,1,0,guitar_165,0.830075836
test,violin,3,7,0,violin_46,0.079402552
test,violin,3,7,0,violin_177,0.815496243
test,piano,2,4,0,piano_119,0.390004903
test,violin,3,7,0,violin_271,0.845901584
test,violin,3,7,0,violin_439,0.512889175
test,guitar,0,1,0,guitar_234,0.302783357
test,flute,1,3,0,flute_295,0.619373634
test,flute,1,3,0,flute_61,0.234958294
test,flute,1,3,0,flute_246,0.775165185
test,guitar,0,1,0,guitar_615,0.569107108
test,guitar,0,1,0,guitar_505,0.093508998
test,piano,2,4,0,piano_138,0.113952079
test,piano,2,4,0,piano_4,0.38929208
test,piano,2,4,0,piano_45,0.277759852
test,flute,1,3,0,flute_120,0.044921441
test,guitar,0,1,0,guitar_101,0.879305059
test,guitar,0,1,0,guitar_24,0.099503131
test,violin,3,7,0,violin_38,0.422227328
test,piano,2,4,0,piano_649,0.518062364
test,violin,3,7,0,violin_459,0.768210392
test,piano,2,4,0,piano_580,0.2872132
test,guitar,0,1,0,guitar_130,0.466544957
test,flute,1,3,0,flute_290,0.125883349
test,flute,1,3,0,flute_259,0.17273952
test,guitar,0,1,0,guitar_558,0.104806598
test,guitar,0,1,0,guitar_238,0.749803892
test,violin,3,7,0,violin_189,0.104761628
test,piano,2,4,0,piano_115,0.975446218
test,piano,2,4,0,piano_71,0.032429209
test,guitar,0,1,0,guitar_600,0.207626204
test,piano,2,4,0,piano_712,0.899360706
test,piano,2,4,0,piano_317,0.537018562
test,violin,3,7,0,violin_534,0.508048424
test,flute,1,3,0,flute_30,0.82189837
test,piano,2,4,0,piano_683,0.15642664
test,piano,2,4,0,piano_371,0.949142579
test,piano,2,4,0,piano_294,0.346507564
test,guitar,0,1,0,guitar_661,0.901095922
test,piano,2,4,0,piano_645,0.786532371
test,guitar,0,1,0,guitar_196,0.200869622
test,piano,2,4,0,piano_171,0.5893093
test,guitar,0,1,0,guitar_580,0.249010121
test,flute,1,3,0,flute_400,0.153921537
test,piano,2,4,0,piano_107,0.076846444
test,piano,2,4,0,piano_439,0.925702926
test,piano,2,4,0,piano_380,0.737236266
test,flute,1,3,0,flute_89,0.156914506
test,violin,3,7,0,violin_363,0.874339176
test,violin,3,7,0,violin_143,0.700549115
test,flute,1,3,0,flute_204,0.179060381
test,guitar,0,1,0,guitar_195,0.637846192
test,piano,2,4,0,piano_426,0.027860446
test,piano,2,4,0,piano_466,0.64514802
test,flute,1,3,0,flute_195,0.576147047
test,piano,2,4,0,piano_685,0.861564742
test,piano,2,4,0,piano_590,0.805810926
test,piano,2,4,0,piano_586,0.292011414
test,flute,1,3,0,flute_257,0.222467265
test,violin,3,7,0,violin_315,0.582412308
test,flute,1,3,0,flute_192,0.550962008
test,guitar,0,1,0,guitar_685,0.311715736
test,guitar,0,1,0,guitar_294,0.393742085
test,violin,3,7,0,violin_115,0.366278951
test,piano,2,4,0,piano_470,0.685002155
test,piano,2,4,0,piano_477,0.871633612
test,guitar,0,1,0,guitar_458,0.258354374
test,flute,1,3,0,flute_125,0.241502544
test,violin,3,7,0,violin_97,0.604372244
test,guitar,0,1,0,guitar_84,0.597249863
test,violin,3,7,0,violin_29,0.077445564
test,flute,1,3,0,flute_308,0.492118993
test,piano,2,4,0,piano_329,0.542864814
test,guitar,0,1,0,guitar_168,0.708413947
test,piano,2,4,0,piano_600,0.131648688
test,violin,3,7,0,violin_75,0.201363441
test,piano,2,4,0,piano_650,0.853456713
test,violin,3,7,0,violin_410,0.004666796
test,violin,3,7,0,violin_380,0.411392
test,piano,2,4,0,piano_429,0.84253164
test,violin,3,7,0,violin_477,0.23098098
test,flute,1,3,0,flute_31,0.001095631
test,guitar,0,1,0,guitar_116,0.038064157
test,guitar,0,1,0,guitar_267,0.820791382
test,flute,1,3,0,flute_382,0.23182048
test,piano,2,4,0,piano_295,0.418655881
test,violin,3,7,0,violin_499,0.646436795
test,violin,3,7,0,violin_36,0.21475744
test,guitar,0,1,0,guitar_73,0.406659322
test,piano,2,4,0,piano_20,0.177274423
test,flute,1,3,0,flute_336,0.107359702
test,guitar,0,1,0,guitar_359,0.828081591
test,guitar,0,1,0,guitar_610,0.356036443
test,flute,1,3,0,flute_92,0.611611118
test,flute,1,3,0,flute_95,0.226916762
test,guitar,0,1,0,guitar_188,0.852979894
test,guitar,0,1,0,guitar_748,0.292264161
test,piano,2,4,0,piano_686,0.009600893
test,flute,1,3,0,flute_179,0.581106768
test,violin,3,7,0,violin_14,0.508947232
test,piano,2,4,0,piano_68,0.155265854
test,flute,1,3,0,flute_444,0.552236075
test,flute,1,3,0,flute_176,0.977046641
test,piano,2,4,0,piano_473,0.369135911
test,guitar,0,1,0,guitar_366,0.4433466
test,piano,2,4,0,piano_605,0.636279193
test,piano,2,4,0,piano_111,0.022440705
test,guitar,0,1,0,guitar_185,0.536071776
test,flute,1,3,0,flute_226,0.120631941
test,piano,2,4,0,piano_501,0.499076726
test,piano,2,4,0,piano_612,0.834872719
test,guitar,0,1,0,guitar_422,0.718952593
test,piano,2,4,0,piano_38,0.592941511
test,violin,3,7,0,violin_11,0.537371393
test,flute,1,3,0,flute_174,0.889860173
test,guitar,0,1,0,guitar_477,0.63732456
test,guitar,0,1,0,guitar_214,0.765192957
test,violin,3,7,0,violin_184,0.113938975
test,piano,2,4,0,piano_24,0.146695687
test,violin,3,7,0,violin_253,0.563058016
test,violin,3,7,0,violin_25,0.439704705
test,guitar,0,1,0,guitar_247,0.473609345
test,piano,2,4,0,piano_261,0.997418732
test,violin,3,7,0,violin_30,0.627413354
test,violin,3,7,0,violin_369,0.559892347
test,piano,2,4,0,piano_433,0.015247563
test,violin,3,7,0,violin_118,0.475542826
test,violin,3,7,0,violin_467,0.407292435
test,guitar,0,1,0,guitar_27,0.65888379
test,flute,1,3,0,flute_242,0.291704387
test,piano,2,4,0,piano_391,0.150182449
test,piano,2,4,0,piano_487,0.373614345
test,violin,3,7,0,violin_220,0.814400605
test,guitar,0,1,0,guitar_282,0.161182555
test,violin,3,7,0,violin_336,0.437137362
test,guitar,0,1,0,guitar_551,0.073669772
test,piano,2,4,0,piano_258,0.442026348
test,guitar,0,1,0,guitar_598,0.378381741
test,guitar,0,1,0,guitar_241,0.144051786
test,guitar,0,1,0,guitar_351,0.077184067
test,violin,3,7,0,violin_52,0.083232312
test,piano,2,4,0,piano_508,0.721065535
test,guitar,0,1,0,guitar_313,0.764933502
test,piano,2,4,0,piano_90,0.369757744
test,violin,3,7,0,violin_257,0.47142851
test,piano,2,4,0,piano_64,0.791572551
test,violin,3,7,0,violin_112,0.619727355
test,guitar,0,1,0,guitar_335,0.959306084
test,violin,3,7,0,violin_378,0.407557927
test,flute,1,3,0,flute_299,0.593803258
test,piano,2,4,0,piano_184,0.772831242
test,guitar,0,1,0,guitar_614,0.670465338
test,violin,3,7,0,violin_409,0.376456866
test,guitar,0,1,0,guitar_379,0.984964348
test,piano,2,4,0,piano_613,0.821512873
test,piano,2,4,0,piano_602,0.680781985
test,guitar,0,1,0,guitar_18,0.889156288
test,piano,2,4,0,piano_289,0.867481793
test,piano,2,4,0,piano_567,0.793377952
test,piano,2,4,0,piano_559,0.663924621
test,guitar,0,1,0,guitar_680,0.230634984
test,piano,2,4,0,piano_194,0.486475301
test,piano,2,4,0,piano_118,0.741182141
test,guitar,0,1,0,guitar_527,0.062043965
test,violin,3,7,0,violin_352,0.446389516
test,guitar,0,1,0,guitar_156,0.203762437
test,flute,1,3,0,flute_97,0.004413608
test,violin,3,7,0,violin_472,0.154585629
test,guitar,0,1,0,guitar_363,0.240659409
test,piano,2,4,0,piano_547,0.341567612
test,guitar,0,1,0,guitar_752,0.068945197
test,piano,2,4,0,piano_608,0.981553272
test,violin,3,7,0,violin_527,0.882506771
test,violin,3,7,0,violin_207,0.684506213
test,violin,3,7,0,violin_468,0.214342681
test,violin,3,7,0,violin_452,0.243226797
test,guitar,0,1,0,guitar_711,0.927400996
test,piano,2,4,0,piano_270,0.041835443
test,piano,2,4,0,piano_327,0.378354262
test,guitar,0,1,0,guitar_96,0.173956181
test,violin,3,7,0,violin_504,0.518808439
test,guitar,0,1,0,guitar_449,0.297273621
test,piano,2,4,0,piano_255,0.571143553
test,piano,2,4,0,piano_633,0.357456783
test,guitar,0,1,0,guitar_174,0.318801129
test,guitar,0,1,0,guitar_701,0.112940032
test,guitar,0,1,0,guitar_578,0.104450539
test,flute,1,3,0,flute_105,0.162235768
test,flute,1,3,0,flute_292,0.018745536
test,violin,3,7,0,violin_443,0.761110941
test,piano,2,4,0,piano_82,0.770996912
test,piano,2,4,0,piano_328,0.096243656
test,violin,3,7,0,violin_57,0.939047251
test,flute,1,3,0,flute_102,0.319966763
test,piano,2,4,0,piano_137,0.227369724
test,violin,3,7,0,violin_285,0.978659266
test,guitar,0,1,0,guitar_464,0.382533562
test,guitar,0,1,0,guitar_467,0.455935758
test,piano,2,4,0,piano_302,0.787700494
test,guitar,0,1,0,guitar_57,0.092060487
test,piano,2,4,0,piano_680,0.788617825
test,guitar,0,1,0,guitar_259,0.216826938
test,guitar,0,1,0,guitar_504,0.891008549
test,flute,1,3,0,flute_45,0.179011814
test,violin,3,7,0,violin_324,0.326887307
test,piano,2,4,0,piano_471,0.325816239
test,flute,1,3,0,flute_264,0.556098068
test,flute,1,3,0,flute_433,0.891990128
test,piano,2,4,0,piano_5,0.763786603
test,piano,2,4,0,piano_520,0.018335195
test,piano,2,4,0,piano_9,0.092461151
test,piano,2,4,0,piano_363,0.403968917
test,piano,2,4,0,piano_395,0.764321189
test,flute,1,3,0,flute_370,0.565219151
test,piano,2,4,0,piano_428,0.563142166
test,piano,2,4,0,piano_336,0.456921213
test,violin,3,7,0,violin_270,0.140419786
test,guitar,0,1,0,guitar_39,0.403287164
test,flute,1,3,0,flute_223,0.237874858
test,piano,2,4,0,piano_361,0.546360251
test,flute,1,3,0,flute_55,0.716968568
test,piano,2,4,0,piano_545,0.546239551
test,violin,3,7,0,violin_411,0.988133189
test,piano,2,4,0,piano_663,0.929624182
test,guitar,0,1,0,guitar_541,0.587236182
test,flute,1,3,0,flute_273,0.288496928
test,guitar,0,1,0,guitar_686,0.603418089
test,violin,3,7,0,violin_223,0.664576059
test,guitar,0,1,0,guitar_672,0.49348268
test,guitar,0,1,0,guitar_25,0.61857117
test,piano,2,4,0,piano_448,0.192112417
test,piano,2,4,0,piano_464,0.910571193
test,piano,2,4,0,piano_188,0.13780316
test,violin,3,7,0,violin_91,0.193335288
test,guitar,0,1,0,guitar_633,0.49781016
test,flute,1,3,0,flute_450,0.909693275
test,violin,3,7,0,violin_187,0.457238641
test,guitar,0,1,0,guitar_710,0.751002848
test,piano,2,4,0,piano_597,0.899829215
test,flute,1,3,0,flute_159,0.475598754
test,piano,2,4,0,piano_510,0.073080093
test,guitar,0,1,0,guitar_493,0.276313656
test,violin,3,7,0,violin_576,0.216080727
test,piano,2,4,0,piano_19,0.073947881
test,guitar,0,1,0,guitar_679,0.922251798
test,guitar,0,1,0,guitar_160,0.290637158
test,violin,3,7,0,violin_140,0.484037289
test,piano,2,4,0,piano_0,0.93729643
test,guitar,0,1,0,guitar_608,0.902735588
test,violin,3,7,0,violin_138,0.1008639
test,piano,2,4,0,piano_142,0.009033212
test,flute,1,3,0,flute_371,0.989231039
test,violin,3,7,0,violin_64,0.960489159
test,piano,2,4,0,piano_321,0.201741431
test,violin,3,7,0,violin_32,0.675892943
test,piano,2,4,0,piano_37,0.207692281
test,flute,1,3,0,flute_10,0.795695521
test,flute,1,3,0,flute_86,0.667397324
test,flute,1,3,0,flute_167,0.153294838
test,violin,3,7,0,violin_520,0.776776199
test,violin,3,7,0,violin_332,0.186518079
test,piano,2,4,0,piano_56,0.098069297
test,piano,2,4,0,piano_616,0.490517613
test,guitar,0,1,0,guitar_394,0.984338177
test,flute,1,3,0,flute_429,0.28288676
test,guitar,0,1,0,guitar_391,0.575232956
test,violin,3,7,0,violin_319,0.108314557
test,flute,1,3,0,flute_7,0.185518012
test,flute,1,3,0,flute_437,0.902604525
test,piano,2,4,0,piano_614,0.421301296
test,flute,1,3,0,flute_211,0.586507445
test,flute,1,3,0,flute_103,0.6307327
test,guitar,0,1,0,guitar_163,0.251211521
test,violin,3,7,0,violin_465,0.552613678
test,piano,2,4,0,piano_636,0.936232918
test,piano,2,4,0,piano_22,0.952421857
test,violin,3,7,0,violin_296,0.611158533
test,guitar,0,1,0,guitar_587,0.278791037
test,flute,1,3,0,flute_286,0.360260127
test,violin,3,7,0,violin_287,0.16358054
test,guitar,0,1,0,guitar_237,0.685000678
test,guitar,0,1,0,guitar_62,0.28563146
test,violin,3,7,0,violin_566,0.227687219
test,guitar,0,1,0,guitar_497,0.9385036
test,flute,1,3,0,flute_388,0.289196254
test,guitar,0,1,0,guitar_103,0.663980243
test,piano,2,4,0,piano_1,0.531325387
test,flute,1,3,0,flute_419,0.741181014
test,guitar,0,1,0,guitar_325,0.637028451
test,guitar,0,1,0,guitar_757,0.457589515
test,violin,3,7,0,violin_297,0.982823157
test,guitar,0,1,0,guitar_31,0.957878496
test,guitar,0,1,0,guitar_372,0.303033861
test,piano,2,4,0,piano_408,0.909287202
test,piano,2,4,0,piano_280,0.062144051
test,guitar,0,1,0,guitar_388,0.286900263
test,violin,3,7,0,violin_255,0.03714381
test,piano,2,4,0,piano_399,0.525260672
test,guitar,0,1,0,guitar_720,0.963122548
test,flute,1,3,0,flute_318,0.078895569
test,violin,3,7,0,violin_292,0.058101727
test,flute,1,3,0,flute_197,0.028764573
test,guitar,0,1,0,guitar_105,0.427200764
test,violin,3,7,0,violin_90,0.413177935
test,guitar,0,1,0,guitar_377,0.605544206
test,piano,2,4,0,piano_153,0.146819208
test,flute,1,3,0,flute_66,0.958567837
test,guitar,0,1,0,guitar_187,0.934797038
test,piano,2,4,0,piano_653,0.138700085
test,piano,2,4,0,piano_55,0.763913119
test,guitar,0,1,0,guitar_287,0.879370922
test,guitar,0,1,0,guitar_644,0.871108284
test,guitar,0,1,0,guitar_719,0.576967102
test,piano,2,4,0,piano_635,0.304645102
test,guitar,0,1,0,guitar_56,0.425060582
test,flute,1,3,0,flute_168,0.503477922
test,piano,2,4,0,piano_227,0.982683935
test,flute,1,3,0,flute_47,0.028433601
test,violin,3,7,0,violin_423,0.424378489
test,piano,2,4,0,piano_264,0.019460974
test,flute,1,3,0,flute_309,0.987573803
test,guitar,0,1,0,guitar_38,0.897561872
test,violin,3,7,0,violin_109,0.450709886
test,guitar,0,1,0,guitar_149,0.483314804
test,flute,1,3,0,flute_143,0.013061256
test,guitar,0,1,0,guitar_401,0.467740399
test,flute,1,3,0,flute_116,0.860433069
test,guitar,0,1,0,guitar_588,0.003550252
test,guitar,0,1,0,guitar_740,0.51937078
test,guitar,0,1,0,guitar_410,0.981330163
test,piano,2,4,0,piano_458,0.722741331
test,piano,2,4,0,piano_33,0.390521967
test,flute,1,3,0,flute_247,0.029857047
test,piano,2,4,0,piano_618,0.884898207
test,flute,1,3,0,flute_393,0.243734867
test,flute,1,3,0,flute_394,0.336038807
test,guitar,0,1,0,guitar_419,0.815606348
test,guitar,0,1,0,guitar_478,0.366143496
test,piano,2,4,0,piano_77,0.545845951
test,flute,1,3,0,flute_421,0.069772859
test,flute,1,3,0,flute_36,0.230699003
test,piano,2,4,0,piano_530,0.279141919
test,piano,2,4,0,piano_53,0.775546792
test,flute,1,3,0,flute_241,0.647007864
test,flute,1,3,0,flute_355,0.864915808
test,piano,2,4,0,piano_514,0.036699956
test,flute,1,3,0,flute_420,0.418427708
test,flute,1,3,0,flute_19,0.366167758
test,piano,2,4,0,piano_556,0.644507341
test,guitar,0,1,0,guitar_542,0.902340084
test,guitar,0,1,0,guitar_619,0.960085813
test,violin,3,7,0,violin_83,0.792653194
test,piano,2,4,0,piano_648,0.17360733
test,piano,2,4,0,piano_247,0.872214917
test,piano,2,4,0,piano_133,0.968340021
test,violin,3,7,0,violin_214,0.046867294
test,flute,1,3,0,flute_20,0.970904475
test,flute,1,3,0,flute_128,0.332294146
test,piano,2,4,0,piano_140,0.632742037
test,piano,2,4,0,piano_430,0.131605201
test,violin,3,7,0,violin_331,0.326847658
test,piano,2,4,0,piano_575,0.798897258
test,guitar,0,1,0,guitar_420,0.122740688
test,violin,3,7,0,violin_350,0.985052235
test,flute,1,3,0,flute_200,0.731343575
test,flute,1,3,0,flute_182,0.934317246
test,flute,1,3,0,flute_411,0.569957421
test,guitar,0,1,0,guitar_513,0.989211989
test,guitar,0,1,0,guitar_414,0.16108961
test,piano,2,4,0,piano_573,0.751341044
test,piano,2,4,0,piano_553,0.483318636
test,piano,2,4,0,piano_462,0.843527164
test,piano,2,4,0,piano_35,0.97170966
test,guitar,0,1,0,guitar_85,0.065496035
test,guitar,0,1,0,guitar_647,0.715005985
test,piano,2,4,0,piano_70,0.836050282
test,flute,1,3,0,flute_326,0.456089405
test,guitar,0,1,0,guitar_368,0.524488191
test,guitar,0,1,0,guitar_255,0.562605528
test,violin,3,7,0,violin_238,0.198879679
test,piano,2,4,0,piano_175,0.708214047
test,violin,3,7,0,violin_320,0.901604051
test,flute,1,3,0,flute_269,0.606118481
test,violin,3,7,0,violin_490,0.120150869
test,guitar,0,1,0,guitar_378,0.589806742
test,piano,2,4,0,piano_718,0.849041792
test,violin,3,7,0,violin_221,0.156027779
test,violin,3,7,0,violin_394,0.440758848
test,violin,3,7,0,violin_99,0.138847796
test,piano,2,4,0,piano_190,0.457041467
test,guitar,0,1,0,guitar_347,0.969369949
test,violin,3,7,0,violin_341,0.049723685
test,flute,1,3,0,flute_166,0.307795775
test,guitar,0,1,0,guitar_14,0.119572346
test,flute,1,3,0,flute_76,0.153072494
test,flute,1,3,0,flute_39,0.165345903
test,piano,2,4,0,piano_128,0.954735482
test,guitar,0,1,0,guitar_182,0.430399018
test,piano,2,4,0,piano_564,0.577853385
test,violin,3,7,0,violin_487,0.073625088
test,flute,1,3,0,flute_94,0.100993782
test,flute,1,3,0,flute_91,0.879256171
test,piano,2,4,0,piano_701,0.643975544
test,piano,2,4,0,piano_460,0.972854482
test,flute,1,3,0,flute_274,0.236022693
test,guitar,0,1,0,guitar_418,0.332902411
test,violin,3,7,0,violin_136,0.455391398
test,guitar,0,1,0,guitar_616,0.586325446
test,piano,2,4,0,piano_58,0.234319184
test,guitar,0,1,0,guitar_423,0.149359472
test,violin,3,7,0,violin_209,0.008067681
test,piano,2,4,0,piano_167,0.288161418
test,piano,2,4,0,piano_592,0.155516283
test,piano,2,4,0,piano_248,0.765908955
test,violin,3,7,0,violin_159,0.157372609
test,flute,1,3,0,flute_100,0.94072393
test,violin,3,7,0,violin_229,0.879078022
test,piano,2,4,0,piano_103,0.600795882
test,piano,2,4,0,piano_168,0.960724875
test,violin,3,7,0,violin_41,0.454741148
test,violin,3,7,0,violin_155,0.215060303
test,piano,2,4,0,piano_97,0.992634302
test,piano,2,4,0,piano_341,0.485915489
test,violin,3,7,0,violin_250,0.934962584
test,violin,3,7,0,violin_322,0.585040969
test,guitar,0,1,0,guitar_317,0.394938131
test,violin,3,7,0,violin_50,0.7549351
test,guitar,0,1,0,guitar_240,0.84461024
test,flute,1,3,0,flute_354,0.014720093
test,violin,3,7,0,violin_242,0.11575257
test,guitar,0,1,0,guitar_382,0.890790994
test,piano,2,4,0,piano_212,0.064044213
test,piano,2,4,0,piano_381,0.300453179
test,guitar,0,1,0,guitar_264,0.333965194
test,piano,2,4,0,piano_435,0.158024458
test,piano,2,4,0,piano_254,0.783178747
test,guitar,0,1,0,guitar_520,0.621476446
test,violin,3,7,0,violin_529,0.860679921
test,violin,3,7,0,violin_130,0.174437343
test,flute,1,3,0,flute_49,0.88899785
test,guitar,0,1,0,guitar_212,0.452786732
test,flute,1,3,0,flute_387,0.488280399
test,guitar,0,1,0,guitar_209,0.108562927
test,flute,1,3,0,flute_351,0.98599249
test,flute,1,3,0,flute_408,0.604212829
test,violin,3,7,0,violin_152,0.405863277
test,violin,3,7,0,violin_222,0.888873535
test,flute,1,3,0,flute_139,0.682218677
test,flute,1,3,0,flute_325,0.023985543
test,guitar,0,1,0,guitar_568,0.66812462
test,guitar,0,1,0,guitar_191,0.355119474
test,guitar,0,1,0,guitar_308,0.507185467
test,flute,1,3,0,flute_346,0.369754957
test,piano,2,4,0,piano_489,0.900826252
test,violin,3,7,0,violin_16,0.606631574
test,piano,2,4,0,piano_147,0.757423954
test,violin,3,7,0,violin_514,0.747247868
test,piano,2,4,0,piano_279,0.121922006
test,piano,2,4,0,piano_467,0.116929707
test,violin,3,7,0,violin_497,0.553965404
test,flute,1,3,0,flute_442,0.555477757
test,flute,1,3,0,flute_1,0.510861976
test,piano,2,4,0,piano_301,0.0443145
test,violin,3,7,0,violin_263,0.672461856
test,guitar,0,1,0,guitar_375,0.434829731
test,flute,1,3,0,flute_390,0.063267916
test,guitar,0,1,0,guitar_374,0.177436947
test,guitar,0,1,0,guitar_552,0.158088906
test,guitar,0,1,0,guitar_677,0.471383891
test,guitar,0,1,0,guitar_426,0.97259437
test,piano,2,4,0,piano_502,0.069970576
test,guitar,0,1,0,guitar_10,0.710580656
test,guitar,0,1,0,guitar_153,0.096315754
test,violin,3,7,0,violin_22,0.022864221
test,piano,2,4,0,piano_483,0.288747644
test,piano,2,4,0,piano_438,0.907569577
test,flute,1,3,0,flute_117,0.869869548
test,guitar,0,1,0,guitar_517,0.01914621
test,piano,2,4,0,piano_664,0.531734828
test,piano,2,4,0,piano_588,0.826444483
test,piano,2,4,0,piano_273,0.826453774
test,flute,1,3,0,flute_79,0.556848676
test,flute,1,3,0,flute_422,0.189526217
test,piano,2,4,0,piano_100,0.410205978
test,guitar,0,1,0,guitar_358,0.768621441
test,piano,2,4,0,piano_110,0.222257554
test,piano,2,4,0,piano_85,0.792854474
test,guitar,0,1,0,guitar_98,0.817902596
test,flute,1,3,0,flute_151,0.033694507
test,guitar,0,1,0,guitar_559,0.034072061
test,violin,3,7,0,violin_72,0.198436749
test,violin,3,7,0,violin_80,0.586611651
test,violin,3,7,0,violin_428,0.715964082
test,violin,3,7,0,violin_570,0.575203792
test,guitar,0,1,0,guitar_554,0.779313841
test,piano,2,4,0,piano_32,0.450418404
test,piano,2,4,0,piano_27,0.075416339
test,guitar,0,1,0,guitar_333,0.621544745
test,violin,3,7,0,violin_144,0.670894526
test,guitar,0,1,0,guitar_484,0.204182455
test,guitar,0,1,0,guitar_345,0.702859428
test,violin,3,7,0,violin_522,0.883686921
test,piano,2,4,0,piano_86,0.85941932
test,piano,2,4,0,piano_379,0.376799216
test,piano,2,4,0,piano_220,0.540454253
test,piano,2,4,0,piano_102,0.001685015
test,guitar,0,1,0,guitar_511,0.920963561
test,piano,2,4,0,piano_277,0.751609111
test,flute,1,3,0,flute_156,0.077218897
test,violin,3,7,0,violin_232,0.375673661
test,piano,2,4,0,piano_57,0.098317592
test,guitar,0,1,0,guitar_439,0.228713779
test,flute,1,3,0,flute_113,0.052533659
test,guitar,0,1,0,guitar_192,0.008299026
test,piano,2,4,0,piano_226,0.029311284
test,violin,3,7,0,violin_92,0.036982382
test,piano,2,4,0,piano_265,0.404496601
test,violin,3,7,0,violin_210,0.961428562
test,guitar,0,1,0,guitar_339,0.130297804
test,piano,2,4,0,piano_406,0.26303744
test,guitar,0,1,0,guitar_731,0.054988157
test,flute,1,3,0,flute_352,0.965451527
test,piano,2,4,0,piano_647,0.821176301
test,violin,3,7,0,violin_193,0.591639485
test,flute,1,3,0,flute_377,0.493453961
test,piano,2,4,0,piano_717,0.367190089
test,violin,3,7,0,violin_343,0.716676696
test,violin,3,7,0,violin_323,0.128109606
test,piano,2,4,0,piano_495,0.220675281
test,violin,3,7,0,violin_188,0.035542762
test,flute,1,3,0,flute_201,0.2605322
test,guitar,0,1,0,guitar_386,0.484191738
test,piano,2,4,0,piano_411,0.240374575
test,guitar,0,1,0,guitar_626,0.002011616
test,guitar,0,1,0,guitar_708,0.052155347
test,flute,1,3,0,flute_160,0.297749929
test,piano,2,4,0,piano_246,0.839129297
test,guitar,0,1,0,guitar_227,0.426683068
test,guitar,0,1,0,guitar_13,0.043787299
test,piano,2,4,0,piano_132,0.310069651
test,guitar,0,1,0,guitar_581,0.765614327
test,piano,2,4,0,piano_486,0.261781226
test,flute,1,3,0,flute_281,0.074373199
test,piano,2,4,0,piano_715,0.358881241
test,guitar,0,1,0,guitar_49,0.502576561
test,guitar,0,1,0,guitar_108,0.251936391
test,guitar,0,1,0,guitar_468,0.187245363
test,flute,1,3,0,flute_119,0.357908924
test,violin,3,7,0,violin_393,0.497276565
test,violin,3,7,0,violin_503,0.207809404
test,guitar,0,1,0,guitar_132,0.829516297
test,piano,2,4,0,piano_73,0.641529585
test,guitar,0,1,0,guitar_736,0.141046637
test,violin,3,7,0,violin_190,0.482934788
test,violin,3,7,0,violin_395,0.138279908
test,piano,2,4,0,piano_407,0.770983027
test,piano,2,4,0,piano_12,0.315500312
test,flute,1,3,0,flute_147,0.920252834
test,guitar,0,1,0,guitar_409,0.779065709
test,flute,1,3,0,flute_228,0.483692206
test,piano,2,4,0,piano_469,0.339024503
test,piano,2,4,0,piano_229,0.658913636
test,flute,1,3,0,flute_23,0.25721601
test,flute,1,3,0,flute_189,0.873524233
test,violin,3,7,0,violin_420,0.348781535
test,guitar,0,1,0,guitar_692,0.901706311
test,guitar,0,1,0,guitar_716,0.684621178
test,violin,3,7,0,violin_371,0.093121935
test,flute,1,3,0,flute_283,0.579982556
test,violin,3,7,0,violin_69,0.105861828
test,violin,3,7,0,violin_506,0.284747734
test,guitar,0,1,0,guitar_53,0.734663794
test,flute,1,3,0,flute_235,0.356063743
test,violin,3,7,0,violin_516,0.118915232
test,violin,3,7,0,violin_327,0.131546309
test,violin,3,7,0,violin_10,0.178936341
test,violin,3,7,0,violin_573,0.341767794
test,guitar,0,1,0,guitar_434,0.41122612
test,violin,3,7,0,violin_313,0.547133336
test,violin,3,7,0,violin_348,0.282089547
test,piano,2,4,0,piano_397,0.038705916
test,violin,3,7,0,violin_575,0.967255152
test,flute,1,3,0,flute_423,0.229107809
test,guitar,0,1,0,guitar_331,0.889919258
test,piano,2,4,0,piano_569,0.600742012
test,violin,3,7,0,violin_195,0.820303298
test,piano,2,4,0,piano_572,0.550332857
test,violin,3,7,0,violin_150,0.013830332
test,piano,2,4,0,piano_402,0.970034261
test,guitar,0,1,0,guitar_303,0.692502513
test,violin,3,7,0,violin_274,0.403586113
test,guitar,0,1,0,guitar_66,0.617859039
test,flute,1,3,0,flute_427,0.262314045
test,violin,3,7,0,violin_208,0.574978685
test,guitar,0,1,0,guitar_737,0.573407088
test,piano,2,4,0,piano_550,0.529424862
test,guitar,0,1,0,guitar_415,0.394483226
test,violin,3,7,0,violin_567,0.582079394
test,piano,2,4,0,piano_80,0.240547795
test,flute,1,3,0,flute_364,0.733536724
test,flute,1,3,0,flute_314,0.156666733
test,piano,2,4,0,piano_104,0.384523343
test,violin,3,7,0,violin_81,0.884064344
test,flute,1,3,0,flute_254,0.233101553
test,flute,1,3,0,flute_181,0.112828632
test,violin,3,7,0,violin_280,0.950599148
test,violin,3,7,0,violin_168,0.576188513
